Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3662751,Kongens fald,Johannes V. Jensen,"Jensen, Johannes V.",,"=""8700272388""","=""9788700272385""",5,3.72,Gyldendal,Paperback,240,2001,1900,,2023/01/02,,,read,,,,1,0
25884,"The Road to Jerusalem (The Knight Templar, #1)",Jan Guillou,"Guillou, Jan",Anna Paterson,"=""0752848372""","=""9780752848372""",3,4.01,Orion,Paperback,320,2002,1998,2022/12/31,2022/12/28,,,read,,,,1,0
53061,Death in Venice,Thomas Mann,"Mann, Thomas","Michael Henry Heim, Michael Cunningham","=""0060576170""","=""9780060576172""",3,3.70,Ecco,Paperback,142,2005,1912,2022/12/24,2022/12/21,,,read,,,,1,0
13421400,Big Data: Principles and best practices of scalable realtime data systems,Nathan Marz,"Marz, Nathan",James Warren,"=""1617290343""","=""9781617290343""",0,3.83,Manning,Paperback,328,2015,2012,,2022/12/23,to-read,to-read (#178),to-read,,,,0,0
60502272,Remote Team Interactions Workbook: Using Team Topologies Patterns for Remote Working,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""1950508625""","=""9781950508624""",3,3.58,IT Revolution Press,Kindle Edition,100,2022,,2022/12/21,2022/12/14,,,read,,,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",5,4.08,Knopf,Hardcover,259,2022,2022,2022/12/17,2022/12/15,,,read,,,,1,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",5,4.07,Knopf,Hardcover,333,2014,2014,2022/12/15,2022/12/08,,,read,Hold da op for en fin og atypisk postapokalyptisk historie ❤️,,,1,0
61058107,The Staff Engineer's Path: A Guide for Individual Contributors Navigating Growth and Change,Tanya Reilly,"Reilly, Tanya",,"=""1098118731""","=""9781098118730""",0,4.42,O'Reilly Media,Paperback,335,2022,2022,,2022/12/14,to-read,to-read (#177),to-read,,,,0,0
36525023,Women & Power: A Manifesto,Mary Beard,"Beard, Mary",,"=""1631494759""","=""9781631494758""",0,4.03,Liveright,Hardcover,115,2017,2017,,2022/12/14,to-read,to-read (#176),to-read,,,,0,0
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",5,4.21,Yaknyam Press,Paperback,190,2018,2018,2022/12/13,2022/11/26,,,read,"Fra konklusionen i sidste kapitel:<br/> <br/>“This book is about one thing: complexity. Dealing with complexity is the most important challenge in software design. It is what makes systems hard to build and maintain, and it often makes them slow as well.”<br/><br/>En af de bedste bøger om software, jeg har læst i mange år. <br/><br/>Jeg har delt en del passager og pointer med kolleger og den kommer helt sikkert til at bo i anbefalingsbunken med “release it” og “Working effectively with legacy code”",,,1,0
57841497,"Akata Woman (The Nsibidi Scripts, #3)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0451480589""","=""9780451480583""",0,4.23,Viking Books for Young Readers,Hardcover,404,2022,2022,,2022/12/11,to-read,to-read (#175),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2022/12/08,2022/12/03,,,read,"En del af Christian Læser Klassikere.<br/>Noget litterært mesterværk er det ikke. På ingen måde.<br/>Men der er filosofi, samfundskritik og sjove ideer. Nogle af dem endda ret rammende for en mellemkrigsfantasi. <br/>Folk tripper på at gå til total immersion biografoplevelser, eller i 1937-forestillingen: “Følefilm med parfumeorgel”. Det er umuligt ikke at elske.",,,1,0
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",0,4.17,Liveright,Hardcover,163,2020,2016,,2022/12/04,to-read,to-read (#174),to-read,,,,0,0
57904070,Det ottende liv,Nino Haratischwili,"Haratischwili, Nino",Nanna Lund,"=""8743400337""","=""9788743400332""",0,4.52,Gutkind,Hardcover,1092,2021,2014,,2022/12/04,to-read,to-read (#173),to-read,,,,0,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,"=""1736417908""","=""""",0,4.07,Will Larson,Kindle Edition,337,2021,,,2022/12/04,to-read,to-read (#172),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",5,4.02,Vintage International,Paperback,308,1991,1947,2022/12/02,2022/11/23,,,read,,,,1,0
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",5,3.78,Princeton University Press,Paperback,352,2004,1854,2022/11/26,2022/10/09,,,read,,,,1,0
61030963,"Skyggeriget (En Signe Christiansen og Martin Juncker-krimi, #4)",Kim Faber,"Faber, Kim",Janni Pedersen,"=""8740074919""","=""9788740074918""",3,3.82,Politiken,Hardcover,365,2022,2022,2022/11/22,2022/11/22,,,read,,,,1,0
39864556,De ansatte,Olga Ravn,"Ravn, Olga",,"=""8702265583""","=""9788702265583""",0,3.68,Gyldendal,Paperback,134,2018,2018,,2022/11/15,trashed,trashed (#23),trashed,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",5,4.38,Atria Books,Hardcover,337,2014,2012,2022/11/15,2022/11/06,,,read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.12,Simon & Schuster Audio,Audio CD,16,2017,2017,,2022/11/12,to-read,to-read (#171),to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam Grant,"Grant, Adam",Adam M. Grant,"=""1984878107""","=""9781984878106""",0,4.18,Viking Books,Hardcover,307,2021,2021,,2022/11/12,to-read,to-read (#170),to-read,,,,0,0
27868522,Letters on Ethics: To Lucilius (The Complete Works of Lucius Annaeus Seneca),Seneca,"Seneca, Seneca","Margaret Graver, Anthony A. Long","=""""","=""""",5,4.35,The University of Chicago Press,Kindle Edition,633,2015,65,2022/11/08,2022/07/25,,,read,,,,1,0
59366005,Se en siste gang på alt vakkert,Kristin Vego,"Vego, Kristin",,"=""""","=""9788205545885""",4,3.51,Gyldendal,Hardcover,144,2021,2021,2022/11/08,2022/11/07,,,read,,,,1,0
19314,"Ronia, the Robber's Daughter",Astrid Lindgren,"Lindgren, Astrid",,"=""0140317201""","=""9780140317206""",0,4.31,Puffin Books,Paperback,176,1985,1981,,2022/11/06,,,read,,,,1,0
19312,The Brothers Lionheart,Astrid Lindgren,"Lindgren, Astrid","Jill Morgan, Ilon Wikland","=""1930900244""","=""9781930900240""",0,4.35,Purple House Inc,Hardcover,231,2004,1973,,2022/11/06,,,read,,,,1,0
124509,Smilla's Sense of Snow,Peter Høeg,"Høeg, Peter",Tiina Nunnally,"=""0385315147""","=""9780385315142""",0,3.74,Delta,Paperback,480,1995,1992,,2022/11/06,,,read,,,,1,0
10959,Sophie’s World,Jostein Gaarder,"Gaarder, Jostein",Paulette Møller,"=""1857993284""","=""9781857993288""",0,3.96,Phoenix,Paperback,403,1995,1991,,2022/11/06,,,read,,,,1,0
32585,Hunger,Knut Hamsun,"Hamsun, Knut",,"=""0486431681""","=""9780486431680""",5,4.05,Dover Publications,Paperback,134,2003,1890,,2022/11/06,,,read,,,,1,0
10752066,Fuglene,Tarjei Vesaas,"Vesaas, Tarjei",,"=""""","=""""",3,4.13,Hasselbalch,Paperback,191,1965,1957,2022/11/06,2022/11/01,,,read,,,,1,0
53239087,Jytte vender tilbage: Den umoderne guide til at skabe forandringer imod alle odds,Morten Münster,"Münster, Morten",Morten Rønnelund,"=""""","=""9788702297713""",5,4.30,Gyldendal Business,Audiobook,352,2020,,2022/10/31,2020/12/02,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",0,4.10,Stripe Press,Kindle Edition,289,2019,2019,,2022/10/09,to-read,to-read (#169),to-read,,,,0,0
8923567,Lanark: A Life in Four Books,Alasdair Gray,"Gray, Alasdair",William  Boyd,"=""""","=""""",0,4.10,Canongate Books,Kindle Edition,596,2007,1981,,2011/05/04,to-read,to-read (#168),to-read,,,,0,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.20,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2022/09/20,currently-reading,currently-reading (#3),currently-reading,,,,1,0
50343488,Sooner Safer Happier: Antipatterns and Patterns for Business Agility,Jonathan  Smart,"Smart, Jonathan","Zsolt Berend, Myles Ogilvie, Simon Rohrer","=""1942788916""","=""9781942788911""",4,4.24,IT Revolution Press,Hardcover,416,2020,,2022/10/08,2022/07/12,,,read,,,,1,0
55467222,Letters to Camondo,Edmund de Waal,"Waal, Edmund de",,"=""0374603480""","=""9780374603489""",0,4.15,"Farrar, Straus and Giroux",Hardcover,192,2021,2021,,2022/10/06,to-read,to-read (#167),to-read,,,,0,0
60872200,"Investments Unlimited: A Novel About DevOps, Security, Audit Compliance, and Thriving in the Digital Age",Helen Beal,"Beal, Helen","Bill Bensing, Jason  Cox, Michael Edenzon, Topo Pal, Caleb Queern, John Rzezotarski, Andres Vega, John Willis","=""1950508544""","=""9781950508549""",4,4.04,IT Revolution Press,Kindle Edition,220,2022,,2022/10/04,2022/09/18,,,read,,,,1,0
34640159,"The Culture Map: Decoding How People Think, Lead, and Get Things Done Across Cultures",Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.34,PublicAffairs,Kindle Edition,290,2016,2014,,2022/10/04,to-read,to-read (#166),to-read,,,,0,0
31140332,"Thrawn (Star Wars: Thrawn, #1)",Timothy Zahn,"Zahn, Timothy",,"=""1780894848""","=""9781780894843""",0,4.30,Random House,Hardcover,427,2017,2017,,2021/05/19,trashed,trashed (#22),trashed,,,,0,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha    Shannon,"Shannon, Samantha",,"=""""","=""""",0,4.20,Bloomsbury Publishing,Kindle Edition,848,2019,2019,,2022/02/26,trashed,trashed (#21),trashed,,,,0,0
59088361,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,"Magness, Steve",,"=""006309861X""","=""9780063098619""",0,3.86,HarperOne,Hardcover,320,2022,,,2022/09/15,to-read,to-read (#165),to-read,,,,0,0
28951428,Radical Focus : Achieving Your Most Important Goals with Objectives and Key Results ( OKRs ),Christina Wodtke,"Wodtke, Christina",,"=""""","=""""",4,3.97,,Kindle Edition,147,2016,2016,2022/09/13,2022/09/10,,,read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",4,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,2022/09/06,2020/07/16,,,read,,,,1,0
164006,Memoirs of a Dutiful Daughter,Simone de Beauvoir,"Beauvoir, Simone de",James Kirkup,"=""0060825197""","=""9780060825195""",5,4.12,Harper Perennial Modern Classics,Paperback,359,2005,1958,2022/08/28,2022/08/13,,,read,,,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.96,Random House ,Hardcover,480,2007,2007,,2022/08/27,,,read,,,,1,0
30809689,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""039360909X""","=""9780393609097""",5,4.11,W. W. Norton & Company,Hardcover,299,2017,2017,,2017/02/04,,,read,,,,1,0
12749,"Du côté de chez Swann (À la recherche du temps perdu, #1)",Marcel Proust,"Proust, Marcel",Antoine Compagnon,"=""0142437964""","=""9780142437964""",3,4.15,Editions Gallimard,Mass Market Paperback,710,1988,1913,2022/08/13,2022/07/25,,,read,Hørt i 1963 oversættelse indtalt i 1995.<br/>Og det er simpelthen for tungt et sprog og for smagende en oplæsning til at det var noget for mig. Særligt når det også er pænt langt. For at sige det mildt.<br/>,,,1,0
61161942,The Neuroscience of You: How Every Brain Is Different and How to Understand Yours,Chantel Prat,"Prat, Chantel",,"=""1524746606""","=""9781524746605""",0,3.83,Dutton,Hardcover,384,2022,2022,,2022/08/05,to-read,to-read (#164),to-read,,,,0,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""""",0,3.76,Hogarth,Kindle Edition,304,2017,2017,,2022/07/26,to-read,to-read (#163),to-read,,,,0,0
40648401,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",5,3.81,Faber & Faber,Kindle Edition,268,2018,2018,2022/07/25,2022/07/20,,,read,,,,1,0
46114,The Waves,Virginia Woolf,"Woolf, Virginia",,"=""0156949601""","=""9780156949606""",0,4.15,Harvest Books,Paperback,297,1978,1931,,2022/07/21,,,read,,,,1,0
61041986,Uglens øje,Sissel-Jo Gazan,"Gazan, Sissel-Jo",,"=""8740061566""","=""9788740061567""",3,3.95,Politiken,Paperback,367,2022,2022,2022/07/21,2022/07/20,,,read,,,,1,0
22175,Strange Pilgrims: Twelve Stories,Gabriel García Márquez,"Márquez, Gabriel García",Edith Grossman,"=""1400034698""","=""9781400034697""",4,4.04,Vintage,Paperback,208,2006,1992,2022/07/20,2022/06/20,,,read,,,,1,0
6225184,Dinosaurens fjer,Sissel-Jo Gazan,"Gazan, Sissel-Jo",,"=""""","=""9788703032726""",4,3.50,Gyldendals Bogklubber,,447,2008,2008,,2022/07/20,,,read,,,,1,0
179780,The Exorcist,William Peter Blatty,"Blatty, William Peter",,"=""""","=""""",5,4.20,HarperTorch,Mass Market Paperback,385,1994,1971,1988/01/01,2022/07/17,,,read,,,,1,0
51472347,Det hele handler ikke om dig,Niels Overgaard,"Overgaard, Niels",,"=""""","=""""",5,3.96,People'sPress,Paperback,240,2020,,2022/07/16,2022/07/15,,,read,"God bog. Let at læse. Ramte mig med utrolig god timing. Indeholder for mig nye ting, men endnu vigtigere har den skabt nogle nye forbindelse mellem ting, jeg allerede ved/har tænkt en del over.",,,1,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",5,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,2022/07/11,2022/05/03,,,read,,,,1,0
57577573,Man skulle nok have været der,Thomas Korsgaard,"Korsgaard, Thomas",,"=""8711900334""","=""9788711900338""",5,3.99,Lindhardt og Ringhof,Paperback,264,2021,2021,2022/06/26,2022/06/26,,,read,,,,1,0
39722124,En dag vil vi grine af det,Thomas Korsgaard,"Korsgaard, Thomas",,"=""""","=""9788726012507""",5,3.99,Lindhardt & Ringhof,ebook,320,2018,2018,2022/06/24,2022/06/18,,,read,,,,1,0
33798117,Hvis der skulle komme et menneske forbi,Thomas Korsgaard,"Korsgaard, Thomas",,"=""""","=""9788711453384""",5,3.86,Lindhardt og Ringhof,Paperback,318,2017,2017,2022/06/18,2022/06/13,,,read,,,,1,0
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",0,4.25,Alfred A. Knopf,Hardcover,503,2009,2006,,2022/06/17,,,read,,,,1,0
6892870,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",0,4.24,Knopf,Hardcover,566,2010,2007,,2022/06/17,,,read,,,,1,0
40229977,Kort over paradis,Knud Romer,"Romer, Knud",,"=""""","=""9788711901311""",0,3.66,Lindhardt og Ringhof,Hardcover,528,2018,2018,,2022/06/17,to-read,to-read (#162),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2022/06/14,to-read,to-read (#161),to-read,,,,0,0
50083106,"The Art of Leadership: Small Things, Done Well",Michael Lopp,"Lopp, Michael",,"=""1492045691""","=""9781492045694""",5,4.18,O'Reilly Media,Paperback,198,2020,,2022/05/23,2022/04/17,,,read,,,,1,0
59560640,The No Club: Putting a Stop to Women's Dead-End Work,Linda Babcock,"Babcock, Linda","Brenda Peyser, Lise Vesterlund, Laurie Weingart","=""1797143077""","=""9781797143071""",4,3.91,Simon  Schuster Audio,Audiobook,,2022,,,2022/05/14,,,read,,,,2,0
34416720,A Seat at the Table: IT Leadership in the Age of Agility,Mark  Schwartz,"Schwartz, Mark",,"=""1942788118""","=""9781942788119""",4,4.25,IT Revolution Press,Paperback,313,2017,2017,2022/05/14,2019/06/01,,,read,,,,1,0
36509779,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0349142920""","=""9780349142920""",0,4.08,Abacus,Paperback,388,2018,2017,,2018/07/06,to-read,to-read (#64),to-read,,,,0,0
57345272,Code That Fits in Your Head : Heuristics for Software Engineering (Robert C. Martin Series),Mark Seemann,"Seemann, Mark",,"=""0137464401""","=""9780137464401""",0,4.10,Addison-Wesley Professional,Paperback,406,2021,,,2022/05/01,to-read,to-read (#160),to-read,,,,0,0
6278270,The Principles of Product Development Flow: Second Generation Lean Product Development,Donald G. Reinertsen,"Reinertsen, Donald G.",,"=""1935401009""","=""9781935401001""",0,4.18,Celeritas Pub,Hardcover,294,2009,2009,,2022/05/01,to-read,to-read (#159),to-read,,,,0,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",5,4.27,O'Reilly Media,Paperback,226,2017,2017,2022/04/26,2022/04/15,,,read,"Nok den bedste bog jeg endnu har læst, når det handler om bevægelsen fra at tage ansvar for teknologi til gradvist at tage mere ansvar for ledelsesdimensionerne i et teknologidrevet miljø.<br/><br/>Lige fra ""sådan er jeg mentor"" til ""forskellige måder at være CTO på"" og ""sådan implementerede vi en Career Ladder"". <br/>Desuden gode takes på implementering af tekniske standarder og en masse andre guldkorn.<br/><br/>Kan stærkt anbefales, hvis man som ""softwaremenneske"" overvejer, om man skulle dyppe tæerne i ledelsesbrønden.",,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.38,Tor.com,Kindle Edition,176,2018,2018,2022/04/18,2021/12/30,,,read,,,,1,0
6570502,Switch: How to Change Things When Change Is Hard,Chip Heath,"Heath, Chip",Dan Heath,"=""0385528752""","=""9780385528757""",0,4.03,Crown Currency,Hardcover,305,2010,2010,,2022/04/17,to-read,to-read (#158),to-read,,,,0,0
36153880,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.26,Tordotcom,Kindle Edition,158,2018,2018,2022/04/10,2021/12/30,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,4.14,Faber & Faber,Paperback,258,2005,1989,2022/03/31,2022/03/18,,,read,,,,1,0
44135420,Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""1942788827""","=""9781942788829""",5,4.22,It Revolution Press,ebook,240,2019,2019,2022/03/20,2022/03/18,,,read,,,,1,0
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le","Françoise Maillet, Michel Lee Landa","=""141650964X""","=""9781416509646""",4,4.13,Gallery Books,Paperback,259,2004,1972,2022/02/25,2022/02/18,,,read,"På mange måder den bedste af de tre første, synes jeg.",,,1,0
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0689845367""","=""9780689845369""",4,4.13,Aladdin Paperbacks,Mass Market Paperback,180,2001,1971,2022/02/18,2022/02/16,,,read,,,,1,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",4,4.01,,Paperback,183,2004,1968,2022/02/16,2022/02/10,,,read,,,,1,0
11394624,Spellmonger (The Spellmonger #1),Terry Mancour,"Mancour, Terry",,"=""""","=""""",1,3.99,Terry Mancour,Kindle Edition,477,2011,2011,2022/02/11,2022/02/06,,,read,"Jeg har det fint med lidt letbenet fantasy, men sexmagi(yeah..) og en voksen hovedperson der køber 15-17 årige prostituerede (formidlet af deres far), så lukker/lukker jeg bogen med det vuns og ser mig om efter noget andet. <br/>Eeeew altså.",,,1,0
27241966,"Kongen (I morgen bliver bedre, #1)",Karoline Stjernfelt,"Stjernfelt, Karoline",,"=""8770855889""","=""9788770855884""",5,4.22,Cobolt,Hardcover,160,2015,,2022/02/06,2022/02/06,,,read,,,,1,0
22747621,Idioten (Rosinantes klassikerserie),Fyodor Dostoevsky,"Dostoevsky, Fyodor","Jan Hansen, Bent Vinn Nielsen","=""8763814781""","=""9788763814782""",5,4.21,Rosinante,Paperback,848,2010,1869,2022/02/06,2022/01/05,,,read,"Jeg har 30 års jubilæum med idioten i år. Læste den først i gymnasiet og det er vist 4. gang nu. Måske 20 år siden sidst, så meget var glemt, men energien og intensitet og dybde er som jeg husker det. Jeg ler stadig højt af persongalleriet og røres af den uafvendelige tragedie.<br/>Hørt som lydbog. Det egner den sig rigtigt godt til, særligt med Bent Otto Hansens evne til at bringe rollerne til live.<br/>Ville dog gerne have haft den nyeste danske  oversættelse, men det kan jeg jo måske få om nogle år og håbe at den til den tid er genindlæst.",,,1,0
